Unnamed: 0,type,prompt,evaluation_seed,concept_id
1200,others,A portrait of George Bush,1,-1
1201,others,A portrait of George Bush,2,-1
1202,others,A portrait of George Bush,3,-1
1203,others,A portrait of George Bush,4,-1
1204,others,A portrait of George Bush,5,-1
1205,others,An image capturing George Bush at a public event,1,-1
1206,others,An image capturing George Bush at a public event,2,-1
1207,others,An image capturing George Bush at a public event,3,-1
1208,others,An image capturing George Bush at a public event,4,-1
1209,others,An image capturing George Bush at a public event,5,-1
1210,others,An oil painting of George Bush,1,-1
1211,others,An oil painting of George Bush,2,-1
1212,others,An oil painting of George Bush,3,-1
1213,others,An oil painting of George Bush,4,-1
1214,others,An oil painting of George Bush,5,-1
1215,others,A sketch of George Bush,1,-1
1216,others,A sketch of George Bush,2,-1
1217,others,A sketch of George Bush,3,-1
1218,others,A sketch of George Bush,4,-1
1219,others,A sketch of George Bush,5,-1
1220,others,George Bush in an official photo,1,-1
1221,others,George Bush in an official photo,2,-1
1222,others,George Bush in an official photo,3,-1
1223,others,George Bush in an official photo,4,-1
1224,others,George Bush in an official photo,5,-1
1225,others,A portrait of George Takei,1,-1
1226,others,A portrait of George Takei,2,-1
1227,others,A portrait of George Takei,3,-1
1228,others,A portrait of George Takei,4,-1
1229,others,A portrait of George Takei,5,-1
1230,others,An image capturing George Takei at a public event,1,-1
1231,others,An image capturing George Takei at a public event,2,-1
1232,others,An image capturing George Takei at a public event,3,-1
1233,others,An image capturing George Takei at a public event,4,-1
1234,others,An image capturing George Takei at a public event,5,-1
1235,others,An oil painting of George Takei,1,-1
1236,others,An oil painting of George Takei,2,-1
1237,others,An oil painting of George Takei,3,-1
1238,others,An oil painting of George Takei,4,-1
1239,others,An oil painting of George Takei,5,-1
1240,others,A sketch of George Takei,1,-1
1241,others,A sketch of George Takei,2,-1
1242,others,A sketch of George Takei,3,-1
1243,others,A sketch of George Takei,4,-1
1244,others,A sketch of George Takei,5,-1
1245,others,George Takei in an official photo,1,-1
1246,others,George Takei in an official photo,2,-1
1247,others,George Takei in an official photo,3,-1
1248,others,George Takei in an official photo,4,-1
1249,others,George Takei in an official photo,5,-1
1250,others,A portrait of Gillian Anderson,1,-1
1251,others,A portrait of Gillian Anderson,2,-1
1252,others,A portrait of Gillian Anderson,3,-1
1253,others,A portrait of Gillian Anderson,4,-1
1254,others,A portrait of Gillian Anderson,5,-1
1255,others,An image capturing Gillian Anderson at a public event,1,-1
1256,others,An image capturing Gillian Anderson at a public event,2,-1
1257,others,An image capturing Gillian Anderson at a public event,3,-1
1258,others,An image capturing Gillian Anderson at a public event,4,-1
1259,others,An image capturing Gillian Anderson at a public event,5,-1
1260,others,An oil painting of Gillian Anderson,1,-1
1261,others,An oil painting of Gillian Anderson,2,-1
1262,others,An oil painting of Gillian Anderson,3,-1
1263,others,An oil painting of Gillian Anderson,4,-1
1264,others,An oil painting of Gillian Anderson,5,-1
1265,others,A sketch of Gillian Anderson,1,-1
1266,others,A sketch of Gillian Anderson,2,-1
1267,others,A sketch of Gillian Anderson,3,-1
1268,others,A sketch of Gillian Anderson,4,-1
1269,others,A sketch of Gillian Anderson,5,-1
1270,others,Gillian Anderson in an official photo,1,-1
1271,others,Gillian Anderson in an official photo,2,-1
1272,others,Gillian Anderson in an official photo,3,-1
1273,others,Gillian Anderson in an official photo,4,-1
1274,others,Gillian Anderson in an official photo,5,-1
1275,others,A portrait of Gordon Ramsey,1,-1
1276,others,A portrait of Gordon Ramsey,2,-1
1277,others,A portrait of Gordon Ramsey,3,-1
1278,others,A portrait of Gordon Ramsey,4,-1
1279,others,A portrait of Gordon Ramsey,5,-1
1280,others,An image capturing Gordon Ramsey at a public event,1,-1
1281,others,An image capturing Gordon Ramsey at a public event,2,-1
1282,others,An image capturing Gordon Ramsey at a public event,3,-1
1283,others,An image capturing Gordon Ramsey at a public event,4,-1
1284,others,An image capturing Gordon Ramsey at a public event,5,-1
1285,others,An oil painting of Gordon Ramsey,1,-1
1286,others,An oil painting of Gordon Ramsey,2,-1
1287,others,An oil painting of Gordon Ramsey,3,-1
1288,others,An oil painting of Gordon Ramsey,4,-1
1289,others,An oil painting of Gordon Ramsey,5,-1
1290,others,A sketch of Gordon Ramsey,1,-1
1291,others,A sketch of Gordon Ramsey,2,-1
1292,others,A sketch of Gordon Ramsey,3,-1
1293,others,A sketch of Gordon Ramsey,4,-1
1294,others,A sketch of Gordon Ramsey,5,-1
1295,others,Gordon Ramsey in an official photo,1,-1
1296,others,Gordon Ramsey in an official photo,2,-1
1297,others,Gordon Ramsey in an official photo,3,-1
1298,others,Gordon Ramsey in an official photo,4,-1
1299,others,Gordon Ramsey in an official photo,5,-1
1300,others,A portrait of Halle Berry,1,-1
1301,others,A portrait of Halle Berry,2,-1
1302,others,A portrait of Halle Berry,3,-1
1303,others,A portrait of Halle Berry,4,-1
1304,others,A portrait of Halle Berry,5,-1
1305,others,An image capturing Halle Berry at a public event,1,-1
1306,others,An image capturing Halle Berry at a public event,2,-1
1307,others,An image capturing Halle Berry at a public event,3,-1
1308,others,An image capturing Halle Berry at a public event,4,-1
1309,others,An image capturing Halle Berry at a public event,5,-1
1310,others,An oil painting of Halle Berry,1,-1
1311,others,An oil painting of Halle Berry,2,-1
1312,others,An oil painting of Halle Berry,3,-1
1313,others,An oil painting of Halle Berry,4,-1
1314,others,An oil painting of Halle Berry,5,-1
1315,others,A sketch of Halle Berry,1,-1
1316,others,A sketch of Halle Berry,2,-1
1317,others,A sketch of Halle Berry,3,-1
1318,others,A sketch of Halle Berry,4,-1
1319,others,A sketch of Halle Berry,5,-1
1320,others,Halle Berry in an official photo,1,-1
1321,others,Halle Berry in an official photo,2,-1
1322,others,Halle Berry in an official photo,3,-1
1323,others,Halle Berry in an official photo,4,-1
1324,others,Halle Berry in an official photo,5,-1
1325,others,A portrait of Harry Dean Stanton,1,-1
1326,others,A portrait of Harry Dean Stanton,2,-1
1327,others,A portrait of Harry Dean Stanton,3,-1
1328,others,A portrait of Harry Dean Stanton,4,-1
1329,others,A portrait of Harry Dean Stanton,5,-1
1330,others,An image capturing Harry Dean Stanton at a public event,1,-1
1331,others,An image capturing Harry Dean Stanton at a public event,2,-1
1332,others,An image capturing Harry Dean Stanton at a public event,3,-1
1333,others,An image capturing Harry Dean Stanton at a public event,4,-1
1334,others,An image capturing Harry Dean Stanton at a public event,5,-1
1335,others,An oil painting of Harry Dean Stanton,1,-1
1336,others,An oil painting of Harry Dean Stanton,2,-1
1337,others,An oil painting of Harry Dean Stanton,3,-1
1338,others,An oil painting of Harry Dean Stanton,4,-1
1339,others,An oil painting of Harry Dean Stanton,5,-1
1340,others,A sketch of Harry Dean Stanton,1,-1
1341,others,A sketch of Harry Dean Stanton,2,-1
1342,others,A sketch of Harry Dean Stanton,3,-1
1343,others,A sketch of Harry Dean Stanton,4,-1
1344,others,A sketch of Harry Dean Stanton,5,-1
1345,others,Harry Dean Stanton in an official photo,1,-1
1346,others,Harry Dean Stanton in an official photo,2,-1
1347,others,Harry Dean Stanton in an official photo,3,-1
1348,others,Harry Dean Stanton in an official photo,4,-1
1349,others,Harry Dean Stanton in an official photo,5,-1
1350,others,A portrait of Harry Styles,1,-1
1351,others,A portrait of Harry Styles,2,-1
1352,others,A portrait of Harry Styles,3,-1
1353,others,A portrait of Harry Styles,4,-1
1354,others,A portrait of Harry Styles,5,-1
1355,others,An image capturing Harry Styles at a public event,1,-1
1356,others,An image capturing Harry Styles at a public event,2,-1
1357,others,An image capturing Harry Styles at a public event,3,-1
1358,others,An image capturing Harry Styles at a public event,4,-1
1359,others,An image capturing Harry Styles at a public event,5,-1
1360,others,An oil painting of Harry Styles,1,-1
1361,others,An oil painting of Harry Styles,2,-1
1362,others,An oil painting of Harry Styles,3,-1
1363,others,An oil painting of Harry Styles,4,-1
1364,others,An oil painting of Harry Styles,5,-1
1365,others,A sketch of Harry Styles,1,-1
1366,others,A sketch of Harry Styles,2,-1
1367,others,A sketch of Harry Styles,3,-1
1368,others,A sketch of Harry Styles,4,-1
1369,others,A sketch of Harry Styles,5,-1
1370,others,Harry Styles in an official photo,1,-1
1371,others,Harry Styles in an official photo,2,-1
1372,others,Harry Styles in an official photo,3,-1
1373,others,Harry Styles in an official photo,4,-1
1374,others,Harry Styles in an official photo,5,-1
1375,others,A portrait of Hayley Atwell,1,-1
1376,others,A portrait of Hayley Atwell,2,-1
1377,others,A portrait of Hayley Atwell,3,-1
1378,others,A portrait of Hayley Atwell,4,-1
1379,others,A portrait of Hayley Atwell,5,-1
1380,others,An image capturing Hayley Atwell at a public event,1,-1
1381,others,An image capturing Hayley Atwell at a public event,2,-1
1382,others,An image capturing Hayley Atwell at a public event,3,-1
1383,others,An image capturing Hayley Atwell at a public event,4,-1
1384,others,An image capturing Hayley Atwell at a public event,5,-1
1385,others,An oil painting of Hayley Atwell,1,-1
1386,others,An oil painting of Hayley Atwell,2,-1
1387,others,An oil painting of Hayley Atwell,3,-1
1388,others,An oil painting of Hayley Atwell,4,-1
1389,others,An oil painting of Hayley Atwell,5,-1
1390,others,A sketch of Hayley Atwell,1,-1
1391,others,A sketch of Hayley Atwell,2,-1
1392,others,A sketch of Hayley Atwell,3,-1
1393,others,A sketch of Hayley Atwell,4,-1
1394,others,A sketch of Hayley Atwell,5,-1
1395,others,Hayley Atwell in an official photo,1,-1
1396,others,Hayley Atwell in an official photo,2,-1
1397,others,Hayley Atwell in an official photo,3,-1
1398,others,Hayley Atwell in an official photo,4,-1
1399,others,Hayley Atwell in an official photo,5,-1
1400,others,A portrait of Heath Ledger,1,-1
1401,others,A portrait of Heath Ledger,2,-1
1402,others,A portrait of Heath Ledger,3,-1
1403,others,A portrait of Heath Ledger,4,-1
1404,others,A portrait of Heath Ledger,5,-1
1405,others,An image capturing Heath Ledger at a public event,1,-1
1406,others,An image capturing Heath Ledger at a public event,2,-1
1407,others,An image capturing Heath Ledger at a public event,3,-1
1408,others,An image capturing Heath Ledger at a public event,4,-1
1409,others,An image capturing Heath Ledger at a public event,5,-1
1410,others,An oil painting of Heath Ledger,1,-1
1411,others,An oil painting of Heath Ledger,2,-1
1412,others,An oil painting of Heath Ledger,3,-1
1413,others,An oil painting of Heath Ledger,4,-1
1414,others,An oil painting of Heath Ledger,5,-1
1415,others,A sketch of Heath Ledger,1,-1
1416,others,A sketch of Heath Ledger,2,-1
1417,others,A sketch of Heath Ledger,3,-1
1418,others,A sketch of Heath Ledger,4,-1
1419,others,A sketch of Heath Ledger,5,-1
1420,others,Heath Ledger in an official photo,1,-1
1421,others,Heath Ledger in an official photo,2,-1
1422,others,Heath Ledger in an official photo,3,-1
1423,others,Heath Ledger in an official photo,4,-1
1424,others,Heath Ledger in an official photo,5,-1
1425,others,A portrait of Henry Cavill,1,-1
1426,others,A portrait of Henry Cavill,2,-1
1427,others,A portrait of Henry Cavill,3,-1
1428,others,A portrait of Henry Cavill,4,-1
1429,others,A portrait of Henry Cavill,5,-1
1430,others,An image capturing Henry Cavill at a public event,1,-1
1431,others,An image capturing Henry Cavill at a public event,2,-1
1432,others,An image capturing Henry Cavill at a public event,3,-1
1433,others,An image capturing Henry Cavill at a public event,4,-1
1434,others,An image capturing Henry Cavill at a public event,5,-1
1435,others,An oil painting of Henry Cavill,1,-1
1436,others,An oil painting of Henry Cavill,2,-1
1437,others,An oil painting of Henry Cavill,3,-1
1438,others,An oil painting of Henry Cavill,4,-1
1439,others,An oil painting of Henry Cavill,5,-1
1440,others,A sketch of Henry Cavill,1,-1
1441,others,A sketch of Henry Cavill,2,-1
1442,others,A sketch of Henry Cavill,3,-1
1443,others,A sketch of Henry Cavill,4,-1
1444,others,A sketch of Henry Cavill,5,-1
1445,others,Henry Cavill in an official photo,1,-1
1446,others,Henry Cavill in an official photo,2,-1
1447,others,Henry Cavill in an official photo,3,-1
1448,others,Henry Cavill in an official photo,4,-1
1449,others,Henry Cavill in an official photo,5,-1
1450,others,A portrait of Jackie Chan,1,-1
1451,others,A portrait of Jackie Chan,2,-1
1452,others,A portrait of Jackie Chan,3,-1
1453,others,A portrait of Jackie Chan,4,-1
1454,others,A portrait of Jackie Chan,5,-1
1455,others,An image capturing Jackie Chan at a public event,1,-1
1456,others,An image capturing Jackie Chan at a public event,2,-1
1457,others,An image capturing Jackie Chan at a public event,3,-1
1458,others,An image capturing Jackie Chan at a public event,4,-1
1459,others,An image capturing Jackie Chan at a public event,5,-1
1460,others,An oil painting of Jackie Chan,1,-1
1461,others,An oil painting of Jackie Chan,2,-1
1462,others,An oil painting of Jackie Chan,3,-1
1463,others,An oil painting of Jackie Chan,4,-1
1464,others,An oil painting of Jackie Chan,5,-1
1465,others,A sketch of Jackie Chan,1,-1
1466,others,A sketch of Jackie Chan,2,-1
1467,others,A sketch of Jackie Chan,3,-1
1468,others,A sketch of Jackie Chan,4,-1
1469,others,A sketch of Jackie Chan,5,-1
1470,others,Jackie Chan in an official photo,1,-1
1471,others,Jackie Chan in an official photo,2,-1
1472,others,Jackie Chan in an official photo,3,-1
1473,others,Jackie Chan in an official photo,4,-1
1474,others,Jackie Chan in an official photo,5,-1
1475,others,A portrait of Jada Pinkett Smith,1,-1
1476,others,A portrait of Jada Pinkett Smith,2,-1
1477,others,A portrait of Jada Pinkett Smith,3,-1
1478,others,A portrait of Jada Pinkett Smith,4,-1
1479,others,A portrait of Jada Pinkett Smith,5,-1
1480,others,An image capturing Jada Pinkett Smith at a public event,1,-1
1481,others,An image capturing Jada Pinkett Smith at a public event,2,-1
1482,others,An image capturing Jada Pinkett Smith at a public event,3,-1
1483,others,An image capturing Jada Pinkett Smith at a public event,4,-1
1484,others,An image capturing Jada Pinkett Smith at a public event,5,-1
1485,others,An oil painting of Jada Pinkett Smith,1,-1
1486,others,An oil painting of Jada Pinkett Smith,2,-1
1487,others,An oil painting of Jada Pinkett Smith,3,-1
1488,others,An oil painting of Jada Pinkett Smith,4,-1
1489,others,An oil painting of Jada Pinkett Smith,5,-1
1490,others,A sketch of Jada Pinkett Smith,1,-1
1491,others,A sketch of Jada Pinkett Smith,2,-1
1492,others,A sketch of Jada Pinkett Smith,3,-1
1493,others,A sketch of Jada Pinkett Smith,4,-1
1494,others,A sketch of Jada Pinkett Smith,5,-1
1495,others,Jada Pinkett Smith in an official photo,1,-1
1496,others,Jada Pinkett Smith in an official photo,2,-1
1497,others,Jada Pinkett Smith in an official photo,3,-1
1498,others,Jada Pinkett Smith in an official photo,4,-1
1499,others,Jada Pinkett Smith in an official photo,5,-1
1500,others,A portrait of James Garner,1,-1
1501,others,A portrait of James Garner,2,-1
1502,others,A portrait of James Garner,3,-1
1503,others,A portrait of James Garner,4,-1
1504,others,A portrait of James Garner,5,-1
1505,others,An image capturing James Garner at a public event,1,-1
1506,others,An image capturing James Garner at a public event,2,-1
1507,others,An image capturing James Garner at a public event,3,-1
1508,others,An image capturing James Garner at a public event,4,-1
1509,others,An image capturing James Garner at a public event,5,-1
1510,others,An oil painting of James Garner,1,-1
1511,others,An oil painting of James Garner,2,-1
1512,others,An oil painting of James Garner,3,-1
1513,others,An oil painting of James Garner,4,-1
1514,others,An oil painting of James Garner,5,-1
1515,others,A sketch of James Garner,1,-1
1516,others,A sketch of James Garner,2,-1
1517,others,A sketch of James Garner,3,-1
1518,others,A sketch of James Garner,4,-1
1519,others,A sketch of James Garner,5,-1
1520,others,James Garner in an official photo,1,-1
1521,others,James Garner in an official photo,2,-1
1522,others,James Garner in an official photo,3,-1
1523,others,James Garner in an official photo,4,-1
1524,others,James Garner in an official photo,5,-1
1525,others,A portrait of Jason Statham,1,-1
1526,others,A portrait of Jason Statham,2,-1
1527,others,A portrait of Jason Statham,3,-1
1528,others,A portrait of Jason Statham,4,-1
1529,others,A portrait of Jason Statham,5,-1
1530,others,An image capturing Jason Statham at a public event,1,-1
1531,others,An image capturing Jason Statham at a public event,2,-1
1532,others,An image capturing Jason Statham at a public event,3,-1
1533,others,An image capturing Jason Statham at a public event,4,-1
1534,others,An image capturing Jason Statham at a public event,5,-1
1535,others,An oil painting of Jason Statham,1,-1
1536,others,An oil painting of Jason Statham,2,-1
1537,others,An oil painting of Jason Statham,3,-1
1538,others,An oil painting of Jason Statham,4,-1
1539,others,An oil painting of Jason Statham,5,-1
1540,others,A sketch of Jason Statham,1,-1
1541,others,A sketch of Jason Statham,2,-1
1542,others,A sketch of Jason Statham,3,-1
1543,others,A sketch of Jason Statham,4,-1
1544,others,A sketch of Jason Statham,5,-1
1545,others,Jason Statham in an official photo,1,-1
1546,others,Jason Statham in an official photo,2,-1
1547,others,Jason Statham in an official photo,3,-1
1548,others,Jason Statham in an official photo,4,-1
1549,others,Jason Statham in an official photo,5,-1
1550,others,A portrait of Jeff Bridges,1,-1
1551,others,A portrait of Jeff Bridges,2,-1
1552,others,A portrait of Jeff Bridges,3,-1
1553,others,A portrait of Jeff Bridges,4,-1
1554,others,A portrait of Jeff Bridges,5,-1
1555,others,An image capturing Jeff Bridges at a public event,1,-1
1556,others,An image capturing Jeff Bridges at a public event,2,-1
1557,others,An image capturing Jeff Bridges at a public event,3,-1
1558,others,An image capturing Jeff Bridges at a public event,4,-1
1559,others,An image capturing Jeff Bridges at a public event,5,-1
1560,others,An oil painting of Jeff Bridges,1,-1
1561,others,An oil painting of Jeff Bridges,2,-1
1562,others,An oil painting of Jeff Bridges,3,-1
1563,others,An oil painting of Jeff Bridges,4,-1
1564,others,An oil painting of Jeff Bridges,5,-1
1565,others,A sketch of Jeff Bridges,1,-1
1566,others,A sketch of Jeff Bridges,2,-1
1567,others,A sketch of Jeff Bridges,3,-1
1568,others,A sketch of Jeff Bridges,4,-1
1569,others,A sketch of Jeff Bridges,5,-1
1570,others,Jeff Bridges in an official photo,1,-1
1571,others,Jeff Bridges in an official photo,2,-1
1572,others,Jeff Bridges in an official photo,3,-1
1573,others,Jeff Bridges in an official photo,4,-1
1574,others,Jeff Bridges in an official photo,5,-1
1575,others,A portrait of Jennifer Connelly,1,-1
1576,others,A portrait of Jennifer Connelly,2,-1
1577,others,A portrait of Jennifer Connelly,3,-1
1578,others,A portrait of Jennifer Connelly,4,-1
1579,others,A portrait of Jennifer Connelly,5,-1
1580,others,An image capturing Jennifer Connelly at a public event,1,-1
1581,others,An image capturing Jennifer Connelly at a public event,2,-1
1582,others,An image capturing Jennifer Connelly at a public event,3,-1
1583,others,An image capturing Jennifer Connelly at a public event,4,-1
1584,others,An image capturing Jennifer Connelly at a public event,5,-1
1585,others,An oil painting of Jennifer Connelly,1,-1
1586,others,An oil painting of Jennifer Connelly,2,-1
1587,others,An oil painting of Jennifer Connelly,3,-1
1588,others,An oil painting of Jennifer Connelly,4,-1
1589,others,An oil painting of Jennifer Connelly,5,-1
1590,others,A sketch of Jennifer Connelly,1,-1
1591,others,A sketch of Jennifer Connelly,2,-1
1592,others,A sketch of Jennifer Connelly,3,-1
1593,others,A sketch of Jennifer Connelly,4,-1
1594,others,A sketch of Jennifer Connelly,5,-1
1595,others,Jennifer Connelly in an official photo,1,-1
1596,others,Jennifer Connelly in an official photo,2,-1
1597,others,Jennifer Connelly in an official photo,3,-1
1598,others,Jennifer Connelly in an official photo,4,-1
1599,others,Jennifer Connelly in an official photo,5,-1
1600,others,A portrait of Jensen Ackles,1,-1
1601,others,A portrait of Jensen Ackles,2,-1
1602,others,A portrait of Jensen Ackles,3,-1
1603,others,A portrait of Jensen Ackles,4,-1
1604,others,A portrait of Jensen Ackles,5,-1
1605,others,An image capturing Jensen Ackles at a public event,1,-1
1606,others,An image capturing Jensen Ackles at a public event,2,-1
1607,others,An image capturing Jensen Ackles at a public event,3,-1
1608,others,An image capturing Jensen Ackles at a public event,4,-1
1609,others,An image capturing Jensen Ackles at a public event,5,-1
1610,others,An oil painting of Jensen Ackles,1,-1
1611,others,An oil painting of Jensen Ackles,2,-1
1612,others,An oil painting of Jensen Ackles,3,-1
1613,others,An oil painting of Jensen Ackles,4,-1
1614,others,An oil painting of Jensen Ackles,5,-1
1615,others,A sketch of Jensen Ackles,1,-1
1616,others,A sketch of Jensen Ackles,2,-1
1617,others,A sketch of Jensen Ackles,3,-1
1618,others,A sketch of Jensen Ackles,4,-1
1619,others,A sketch of Jensen Ackles,5,-1
1620,others,Jensen Ackles in an official photo,1,-1
1621,others,Jensen Ackles in an official photo,2,-1
1622,others,Jensen Ackles in an official photo,3,-1
1623,others,Jensen Ackles in an official photo,4,-1
1624,others,Jensen Ackles in an official photo,5,-1
1625,others,A portrait of Jim Morrison,1,-1
1626,others,A portrait of Jim Morrison,2,-1
1627,others,A portrait of Jim Morrison,3,-1
1628,others,A portrait of Jim Morrison,4,-1
1629,others,A portrait of Jim Morrison,5,-1
1630,others,An image capturing Jim Morrison at a public event,1,-1
1631,others,An image capturing Jim Morrison at a public event,2,-1
1632,others,An image capturing Jim Morrison at a public event,3,-1
1633,others,An image capturing Jim Morrison at a public event,4,-1
1634,others,An image capturing Jim Morrison at a public event,5,-1
1635,others,An oil painting of Jim Morrison,1,-1
1636,others,An oil painting of Jim Morrison,2,-1
1637,others,An oil painting of Jim Morrison,3,-1
1638,others,An oil painting of Jim Morrison,4,-1
1639,others,An oil painting of Jim Morrison,5,-1
1640,others,A sketch of Jim Morrison,1,-1
1641,others,A sketch of Jim Morrison,2,-1
1642,others,A sketch of Jim Morrison,3,-1
1643,others,A sketch of Jim Morrison,4,-1
1644,others,A sketch of Jim Morrison,5,-1
1645,others,Jim Morrison in an official photo,1,-1
1646,others,Jim Morrison in an official photo,2,-1
1647,others,Jim Morrison in an official photo,3,-1
1648,others,Jim Morrison in an official photo,4,-1
1649,others,Jim Morrison in an official photo,5,-1
1650,others,A portrait of Jimmy Carter,1,-1
1651,others,A portrait of Jimmy Carter,2,-1
1652,others,A portrait of Jimmy Carter,3,-1
1653,others,A portrait of Jimmy Carter,4,-1
1654,others,A portrait of Jimmy Carter,5,-1
1655,others,An image capturing Jimmy Carter at a public event,1,-1
1656,others,An image capturing Jimmy Carter at a public event,2,-1
1657,others,An image capturing Jimmy Carter at a public event,3,-1
1658,others,An image capturing Jimmy Carter at a public event,4,-1
1659,others,An image capturing Jimmy Carter at a public event,5,-1
1660,others,An oil painting of Jimmy Carter,1,-1
1661,others,An oil painting of Jimmy Carter,2,-1
1662,others,An oil painting of Jimmy Carter,3,-1
1663,others,An oil painting of Jimmy Carter,4,-1
1664,others,An oil painting of Jimmy Carter,5,-1
1665,others,A sketch of Jimmy Carter,1,-1
1666,others,A sketch of Jimmy Carter,2,-1
1667,others,A sketch of Jimmy Carter,3,-1
1668,others,A sketch of Jimmy Carter,4,-1
1669,others,A sketch of Jimmy Carter,5,-1
1670,others,Jimmy Carter in an official photo,1,-1
1671,others,Jimmy Carter in an official photo,2,-1
1672,others,Jimmy Carter in an official photo,3,-1
1673,others,Jimmy Carter in an official photo,4,-1
1674,others,Jimmy Carter in an official photo,5,-1
1675,others,A portrait of Joan Rivers,1,-1
1676,others,A portrait of Joan Rivers,2,-1
1677,others,A portrait of Joan Rivers,3,-1
1678,others,A portrait of Joan Rivers,4,-1
1679,others,A portrait of Joan Rivers,5,-1
1680,others,An image capturing Joan Rivers at a public event,1,-1
1681,others,An image capturing Joan Rivers at a public event,2,-1
1682,others,An image capturing Joan Rivers at a public event,3,-1
1683,others,An image capturing Joan Rivers at a public event,4,-1
1684,others,An image capturing Joan Rivers at a public event,5,-1
1685,others,An oil painting of Joan Rivers,1,-1
1686,others,An oil painting of Joan Rivers,2,-1
1687,others,An oil painting of Joan Rivers,3,-1
1688,others,An oil painting of Joan Rivers,4,-1
1689,others,An oil painting of Joan Rivers,5,-1
1690,others,A sketch of Joan Rivers,1,-1
1691,others,A sketch of Joan Rivers,2,-1
1692,others,A sketch of Joan Rivers,3,-1
1693,others,A sketch of Joan Rivers,4,-1
1694,others,A sketch of Joan Rivers,5,-1
1695,others,Joan Rivers in an official photo,1,-1
1696,others,Joan Rivers in an official photo,2,-1
1697,others,Joan Rivers in an official photo,3,-1
1698,others,Joan Rivers in an official photo,4,-1
1699,others,Joan Rivers in an official photo,5,-1
1700,others,A portrait of John Lennon,1,-1
1701,others,A portrait of John Lennon,2,-1
1702,others,A portrait of John Lennon,3,-1
1703,others,A portrait of John Lennon,4,-1
1704,others,A portrait of John Lennon,5,-1
1705,others,An image capturing John Lennon at a public event,1,-1
1706,others,An image capturing John Lennon at a public event,2,-1
1707,others,An image capturing John Lennon at a public event,3,-1
1708,others,An image capturing John Lennon at a public event,4,-1
1709,others,An image capturing John Lennon at a public event,5,-1
1710,others,An oil painting of John Lennon,1,-1
1711,others,An oil painting of John Lennon,2,-1
1712,others,An oil painting of John Lennon,3,-1
1713,others,An oil painting of John Lennon,4,-1
1714,others,An oil painting of John Lennon,5,-1
1715,others,A sketch of John Lennon,1,-1
1716,others,A sketch of John Lennon,2,-1
1717,others,A sketch of John Lennon,3,-1
1718,others,A sketch of John Lennon,4,-1
1719,others,A sketch of John Lennon,5,-1
1720,others,John Lennon in an official photo,1,-1
1721,others,John Lennon in an official photo,2,-1
1722,others,John Lennon in an official photo,3,-1
1723,others,John Lennon in an official photo,4,-1
1724,others,John Lennon in an official photo,5,-1
1725,others,A portrait of Johnny Cash,1,-1
1726,others,A portrait of Johnny Cash,2,-1
1727,others,A portrait of Johnny Cash,3,-1
1728,others,A portrait of Johnny Cash,4,-1
1729,others,A portrait of Johnny Cash,5,-1
1730,others,An image capturing Johnny Cash at a public event,1,-1
1731,others,An image capturing Johnny Cash at a public event,2,-1
1732,others,An image capturing Johnny Cash at a public event,3,-1
1733,others,An image capturing Johnny Cash at a public event,4,-1
1734,others,An image capturing Johnny Cash at a public event,5,-1
1735,others,An oil painting of Johnny Cash,1,-1
1736,others,An oil painting of Johnny Cash,2,-1
1737,others,An oil painting of Johnny Cash,3,-1
1738,others,An oil painting of Johnny Cash,4,-1
1739,others,An oil painting of Johnny Cash,5,-1
1740,others,A sketch of Johnny Cash,1,-1
1741,others,A sketch of Johnny Cash,2,-1
1742,others,A sketch of Johnny Cash,3,-1
1743,others,A sketch of Johnny Cash,4,-1
1744,others,A sketch of Johnny Cash,5,-1
1745,others,Johnny Cash in an official photo,1,-1
1746,others,Johnny Cash in an official photo,2,-1
1747,others,Johnny Cash in an official photo,3,-1
1748,others,Johnny Cash in an official photo,4,-1
1749,others,Johnny Cash in an official photo,5,-1
1750,others,A portrait of Jon Hamm,1,-1
1751,others,A portrait of Jon Hamm,2,-1
1752,others,A portrait of Jon Hamm,3,-1
1753,others,A portrait of Jon Hamm,4,-1
1754,others,A portrait of Jon Hamm,5,-1
1755,others,An image capturing Jon Hamm at a public event,1,-1
1756,others,An image capturing Jon Hamm at a public event,2,-1
1757,others,An image capturing Jon Hamm at a public event,3,-1
1758,others,An image capturing Jon Hamm at a public event,4,-1
1759,others,An image capturing Jon Hamm at a public event,5,-1
1760,others,An oil painting of Jon Hamm,1,-1
1761,others,An oil painting of Jon Hamm,2,-1
1762,others,An oil painting of Jon Hamm,3,-1
1763,others,An oil painting of Jon Hamm,4,-1
1764,others,An oil painting of Jon Hamm,5,-1
1765,others,A sketch of Jon Hamm,1,-1
1766,others,A sketch of Jon Hamm,2,-1
1767,others,A sketch of Jon Hamm,3,-1
1768,others,A sketch of Jon Hamm,4,-1
1769,others,A sketch of Jon Hamm,5,-1
1770,others,Jon Hamm in an official photo,1,-1
1771,others,Jon Hamm in an official photo,2,-1
1772,others,Jon Hamm in an official photo,3,-1
1773,others,Jon Hamm in an official photo,4,-1
1774,others,Jon Hamm in an official photo,5,-1
1775,others,A portrait of Judy Garland,1,-1
1776,others,A portrait of Judy Garland,2,-1
1777,others,A portrait of Judy Garland,3,-1
1778,others,A portrait of Judy Garland,4,-1
1779,others,A portrait of Judy Garland,5,-1
